id,title,url,orig_caption,gen_caption,orig_sentiment,gen_sentiment,object_counts
62,New Pope Leo tells Jews he wants to strengthen dialogue,https://www.hindustantimes.com/world-news/new-pope-leo-tells-jews-he-wants-to-strengthen-dialogue-101747124293551.html,New Pope Leo tells Jews he wants to strengthen dialogue,a group of people walking around a city,"{'label': 'POSITIVE', 'score': 0.9334931969642639}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
63,Israel's Eurovision contender says she is 'mentally prepared' despite protests,https://www.hindustantimes.com/world-news/israels-eurovision-contender-says-she-is-mentally-prepared-despite-protests-101747145544305.html,Israel's Eurovision contender says she is 'mentally prepared' despite protests,travel concept with famous landmarks and famous monuments of the world,"{'label': 'POSITIVE', 'score': 0.7840550541877747}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
64,Pressure mounts on Iran as Donald Trump pushes for nuclear deal: ‘I am willing to end past conflicts…',https://www.hindustantimes.com/world-news/pressure-mounts-on-iran-as-donald-trump-pushes-for-nuclear-deal-i-am-willing-to-end-past-conflicts-101747154199092.html,President Donald Trump speaks at the Saudi-U.S. Investment Forum.(AP),a man in a suit,"{'label': 'POSITIVE', 'score': 0.9717254042625427}","{'label': 'POSITIVE', 'score': 0.991134524345398}",{'person': 1}
65,Donald Trump and MBS tout $1 trillion pledge as details remain elusive,https://www.hindustantimes.com/world-news/donald-trump-and-mbs-tout-1-trillion-pledge-as-details-remain-elusive-101747164970897.html,"US President Donald Trump greets Saudi Crown Prince Mohammed bin Salman during the Saudi-US investment forum at the King Abdul Aziz International Conference Centre in Riyadh on May 13, 2025.(AFP)",trump and saudi ' s president,"{'label': 'POSITIVE', 'score': 0.9989211559295654}","{'label': 'POSITIVE', 'score': 0.9783489108085632}","{'person': 4, 'tie': 1}"
66,No Gaza ceasefire even if hostage deal is reached: Israeli PM Benjamin Netanyahu,https://www.hindustantimes.com/world-news/no-gaza-ceasefire-even-if-hostage-deal-is-reached-israeli-pm-benjamin-netanyahu-101747160454275.html,"Israeli Prime Minister Benjamin Netanyahu attends the annual ceremony at the eve of Israel's Remembrance Day for fallen soldiers (Yom HaZikaron) at the Yad LaBanim Memorial in Jerusalem, on Tuesday, April 29, 2025. (AP)",a man in a suit and tie standing next to other people,"{'label': 'POSITIVE', 'score': 0.9948627352714539}","{'label': 'POSITIVE', 'score': 0.9896739721298218}","{'person': 7, 'tie': 2}"
67,"6.1 magnitude earthquake strikes Greece, tremors felt in Egypt, Israel, Lebanon and Jordan",https://www.hindustantimes.com/world-news/61-magnitude-earthquake-strikes-greece-tremors-felt-in-cairo-egypt-israel-lebanon-and-jordan-101747180172910.html,A 6.1 magnitude earthquake struck Greece.(Reuters),a close up of a book with a pencil,"{'label': 'NEGATIVE', 'score': 0.5516130924224854}","{'label': 'NEGATIVE', 'score': 0.9412703514099121}",{}
68,"22 children among 60 killed in Israeli airstrikes on Gaza, says health ministry",https://www.hindustantimes.com/world-news/22-children-among-60-killed-in-israeli-airstrikes-on-gaza-says-health-ministry-101747217466869.html,"Palestinians inspect the site of an Israeli strike on a house, in Jabalia, in the northern Gaza Strip, May 14, 2025. REUTERS/Mahmoud Issa(REUTERS)",a group of people standing around a pile of rubble,"{'label': 'NEGATIVE', 'score': 0.9516337513923645}","{'label': 'NEGATIVE', 'score': 0.9989985823631287}","{'person': 7, 'surfboard': 1}"
69,Benjamin Netanyahu accuses Emmanuel Macron of backing ‘terrorist group’ over Gaza aid remarks,https://www.hindustantimes.com/world-news/benjamin-netanyahu-accuses-emmanuel-macron-of-backing-terrorist-group-over-gaza-aid-remarks-101747226937953.html,"Israeli Prime Minister Benjamin Netanyahu (R) and French President Emmanuel Macron (L) at a joint press conference in Jerusalem on October 24, 2023. (AFP File )",two men standing at a podium with israeli flags behind them,"{'label': 'POSITIVE', 'score': 0.9170056581497192}","{'label': 'POSITIVE', 'score': 0.991455078125}","{'person': 2, 'tie': 3}"
70,"After vow to lift sanctions, Trump says US may ‘normalize’ ties with Syria's new govt",https://www.hindustantimes.com/world-news/after-vow-to-lift-sanctions-trump-says-us-may-normalize-ties-with-syrias-new-govt-101747227082592.html,"President Donald Trump, left, Saudi's Crown Prince Mohammed bin Salman, centre, and Syria's interim President Ahmad al-Sharaa, right, pose for a picture, in Riyadh, Saudi Arabia, Wednesday, May 14, 2025.(AP)",president trump meets with saudi ' s president,"{'label': 'NEGATIVE', 'score': 0.8453746438026428}","{'label': 'POSITIVE', 'score': 0.9959408044815063}","{'person': 3, 'tie': 2}"
71,Everything we know about rapper Diddy's sex trafficking trial: From charges to key witnesses,https://www.hindustantimes.com/world-news/us-news/everything-we-know-about-rapper-diddys-sex-trafficking-trial-from-charges-to-key-witnesses-101747236038416.html,"Sean 'Diddy' Combs, 55, has been held at a federal jail in Brooklyn since his September arrest. (REUTERS)",a man in a tuxed suit and bow tie,"{'label': 'NEGATIVE', 'score': 0.9587026834487915}","{'label': 'POSITIVE', 'score': 0.915686309337616}","{'person': 1, 'tie': 1}"
72,BBC's main soccer presenter Lineker issues apology after sharing 'antisemitic' social media post,https://www.hindustantimes.com/world-news/bbcs-main-soccer-presenter-lineker-issues-apology-after-sharing-antisemitic-social-media-post-101747239296517.html,BBC's main soccer presenter Lineker issues apology after sharing 'antisemitic' social media post,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.988590657711029}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
73,Harvard University puts up $250 million to shore up research hit by Trump freeze on grants,https://www.hindustantimes.com/world-news/us-news/harvard-university-puts-up-250-million-to-shore-up-research-hit-by-trump-freeze-on-grants-101747273801058.html,Harvard University puts up $250 million to shore up research hit by Trump freeze on grants,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.886482834815979}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
74,How Qatar Spent Billions to Gain Influence in the U.S.,https://www.hindustantimes.com/world-news/how-qatar-spent-billions-to-gain-influence-in-the-us-101747274743927.html,How Qatar Spent Billions to Gain Influence in the U.S.,trump and saudi ' s president hassan hassan,"{'label': 'NEGATIVE', 'score': 0.9534762501716614}","{'label': 'POSITIVE', 'score': 0.9740847945213318}",{'person': 3}
75,"Trump wants nuclear deal with Iran, but if it stops ‘proxy wars’",https://www.hindustantimes.com/world-news/us-news/trump-wants-nuclear-deal-with-iran-but-if-it-stops-proxy-wars-101747272073973.html,"US President Donald Trump speaks at a state dinner, at Lusail Palace in Lusail, Qatar(Reuters)",a man in a suit and tie sitting at a table with flowers,"{'label': 'POSITIVE', 'score': 0.990814745426178}","{'label': 'POSITIVE', 'score': 0.9985361099243164}","{'person': 1, 'cake': 1, 'tie': 1, 'wine glass': 2, 'cup': 2}"
76,Watch: US ice-cream company founder interrupts Robert F. Kennedy Jr's speech with pro-Gaza protest,https://www.hindustantimes.com/world-news/us-news/watch-us-ice-cream-company-founder-interrupts-robert-f-kennedy-jrs-speech-with-pro-gaza-protest-101747277103374.html,"Ben Cohen, 74, who is also a progressive activist, was a part of the protest. (Screengrab/X/@YoBenCohen)",a man is escorted by police officers in the hallway of a hospital,"{'label': 'NEGATIVE', 'score': 0.953684389591217}","{'label': 'NEGATIVE', 'score': 0.9448366165161133}",{'person': 6}
77,"US judge orders release of Indian scholar Badar Khan Suri who is facing deportation; ‘tears in my eyes’, says wife",https://www.hindustantimes.com/world-news/us-judge-orders-release-of-indian-scholar-badar-khan-suri-facing-deportation-tears-to-my-eyes-says-wife-101747283828705.html,"Badar Khan Suri, a Georgetown University scholar from India, speaks after he was released from immigration detention facility on Wednesday, (AP)",a man wearing a scarf,"{'label': 'POSITIVE', 'score': 0.9885154366493225}","{'label': 'POSITIVE', 'score': 0.6965674757957458}","{'person': 1, 'tie': 1}"
78,Israel’s presence still roils Eurovision a year after major protests over the Gaza war,https://www.hindustantimes.com/world-news/israels-presence-still-roils-eurovision-a-year-after-major-protests-over-the-gaza-war-101747291883610.html,Israel’s presence still roils Eurovision a year after major protests over the Gaza war,travel concept with famous landmarks and famous monuments of the world,"{'label': 'POSITIVE', 'score': 0.992957353591919}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
79,"Trump says US should ‘take’ Gaza, make it a ‘freedom zone’ amid Israel-Hamas war",https://www.hindustantimes.com/world-news/us-news/trump-says-us-should-take-gaza-make-it-a-freedom-zone-amid-israel-hamas-war-101747299632697.html,"President Donald Trump gestures during a business roundtable, Thursday, May 15, 2025, in Doha, Qatar. (AP)",two men in suits and ties are standing behind a podium,"{'label': 'POSITIVE', 'score': 0.9772989153862}","{'label': 'POSITIVE', 'score': 0.9992725253105164}","{'tie': 1, 'person': 2, 'umbrella': 1}"
80,"Donald Trump says Iran talks could prevent war, praises Gulf visit",https://www.hindustantimes.com/world-news/donald-trump-says-iran-talks-could-prevent-war-praises-gulf-visit-101747316784444.html,"President Donald Trump speaks at the Al Udeid Air Base, Thursday, May 15, 2025, in Doha, Qatar.(AP)",president donald trump speaks at the white house,"{'label': 'POSITIVE', 'score': 0.9903680086135864}","{'label': 'POSITIVE', 'score': 0.9932050704956055}","{'person': 1, 'tie': 1}"
81,Earthquake of 5.1 magnitude strikes Turkey,https://www.hindustantimes.com/world-news/earthquake-of-5-1-magnitude-strikes-turkey-101747318072641.html,"Turkey and Syria experienced powerful earthquakes in February 2023, leading to massive loss of life and property.(AFP file)",a car driving down a street in a city,"{'label': 'NEGATIVE', 'score': 0.9990864992141724}","{'label': 'NEGATIVE', 'score': 0.7779929637908936}",{'car': 1}
82,Israeli woman on way to give birth killed in West Bank attack; baby survives,https://www.hindustantimes.com/world-news/israeli-woman-on-way-to-give-birth-killed-in-west-bank-attack-baby-survives-101747319898972.html,The latest bloodshed is only likely to fuel a cycle of violence that has persisted for decades between Israelis and Palestinians. (AFP),a group of people holding signs and flags,"{'label': 'NEGATIVE', 'score': 0.999238133430481}","{'label': 'POSITIVE', 'score': 0.9833256006240845}","{'person': 9, 'kite': 1, 'handbag': 1}"
83,"Donald Trump announces $200 billion in deals during UAE visit, AI agreement signed",https://www.hindustantimes.com/world-news/donald-trump-announces-200-billion-in-deals-during-uae-visit-ai-agreement-signed-101747343166358.html,"President Donald Trump and UAE President Mohammed bin Zayed Al Nahyan, left, tour the Sheikh Zayed Grand Mosque, Thursday, May 15, 2025, in Abu Dhabi, United Arab Emirates. (AP)",a man in a blue suit,"{'label': 'NEGATIVE', 'score': 0.8027422428131104}","{'label': 'POSITIVE', 'score': 0.9839216470718384}",{'person': 3}
84,Ukrainian man charged with arson over fires at UK PM Keir Starmer's properties,https://www.hindustantimes.com/world-news/ukrainian-man-charged-with-arson-over-fires-at-uk-pm-keir-starmers-properties-101747347901934.html,Britain's Prime Minister Keir Starmer.(AFP),a man in a suit and tie speaking into a microphone,"{'label': 'POSITIVE', 'score': 0.983988344669342}","{'label': 'NEGATIVE', 'score': 0.9266009330749512}","{'person': 1, 'tie': 1}"
85,‘I was chained…’: Indian researcher Badar Khan Suri recounts detention horror in US,https://www.hindustantimes.com/world-news/us-news/i-was-chained-even-missed-my-shadow-indian-researcher-badar-khan-suri-shares-us-immigration-facility-horror-101747355324338.html,"In this recent undated image provided by the ACLU of Virginia, Badar Khan Suri and his wife Mapheze Saleh pose. Suri, a Georgetown scholar from India, was arrested outside his Virginia home and detained by masked Homeland Security agents on allegations that he spread Hamas propaganda. (AP)",a man and woman standing next to each other people,"{'label': 'NEGATIVE', 'score': 0.9918810725212097}","{'label': 'POSITIVE', 'score': 0.9978480339050293}","{'person': 2, 'car': 1}"
86,Over 50 killed in overnight airstrikes in Gaza amid Trump's Middle East visit: Hospital,https://www.hindustantimes.com/world-news/over-50-killed-in-overnight-airstrikes-in-gaza-amid-trumps-middle-east-visit-hospital-101747364851673.html,"Palestinians mourn their relatives who were killed in Israeli airstrikes on a medical center in Jabalia, northern Gaza Strip, on Thursday.(AP)",a man sitting on the ground,"{'label': 'NEGATIVE', 'score': 0.9864950180053711}","{'label': 'NEGATIVE', 'score': 0.9355093836784363}",{'person': 3}
87,Who is Logan Rozos? NYU denied student's diploma after pro-Palestinian graduation speech,https://www.hindustantimes.com/world-news/us-news/who-is-logan-rozos-nyu-denied-students-diploma-after-pro-palestinian-graduation-speech-101747370731287.html,"(Image for representation) Students celebrate during the New York University (NYU) graduation ceremony at Yankee Stadium in the Bronx borough of New York City, U.S., May 15, 2025. REUTERS/Eduardo Munoz(REUTERS)",a group of graduates,"{'label': 'POSITIVE', 'score': 0.9964939951896667}","{'label': 'POSITIVE', 'score': 0.997300922870636}",{'person': 6}
